___city_name___,___state___,___state_name___,latitude,longitude
arapora,mg,minas gerais,-18.4357,-49.1847
arapua,mg,minas gerais,-19.0268,-46.1484
araujos,mg,minas gerais,-19.9405,-45.1671
araxa,mg,minas gerais,-19.5902,-46.9438
arceburgo,mg,minas gerais,-21.359,-46.9401
arcos,mg,minas gerais,-20.2863,-45.5373
areado,mg,minas gerais,-21.3572,-46.1421
argirita,mg,minas gerais,-21.6083,-42.8292
aricanduva,mg,minas gerais,-17.8666,-42.5533
arinos,mg,minas gerais,-15.9187,-46.1043
astolfo dutra,mg,minas gerais,-21.3184,-42.8572
ataleia,mg,minas gerais,-18.0438,-41.1149
augusto de lima,mg,minas gerais,-18.0997,-44.2655
baependi,mg,minas gerais,-21.956999999999997,-44.8874
baldim,mg,minas gerais,-19.2832,-43.9613
bambui,mg,minas gerais,-20.0166,-45.9754
bandeira,mg,minas gerais,-15.8783,-40.5622
bandeira do sul,mg,minas gerais,-21.7308,-46.3833
barao de cocais,mg,minas gerais,-19.9389,-43.4755
barao de monte alto,mg,minas gerais,-21.2444,-42.2372
barbacena,mg,minas gerais,-21.2214,-43.7703
barra longa,mg,minas gerais,-20.2869,-43.0402
barroso,mg,minas gerais,-21.1907,-43.972
bela vista de minas,mg,minas gerais,-19.8302,-43.0922
belmiro braga,mg,minas gerais,-21.944000000000003,-43.4084
belo horizonte,mg,minas gerais,-19.9102,-43.9266
belo oriente,mg,minas gerais,-19.2199,-42.4828
belo vale,mg,minas gerais,-20.4077,-44.0275
berilo,mg,minas gerais,-16.9567,-42.4606
berizal,mg,minas gerais,-15.61,-41.7432
bertopolis,mg,minas gerais,-17.059,-40.58
betim,mg,minas gerais,-19.9668,-44.2008
bias fortes,mg,minas gerais,-21.601999999999997,-43.7574
bicas,mg,minas gerais,-21.7232,-43.056000000000004
biquinhas,mg,minas gerais,-18.7754,-45.4974
boa esperanca,mg,minas gerais,-21.0927,-45.5612
bocaina de minas,mg,minas gerais,-22.1697,-44.3972
bocaiuva,mg,minas gerais,-17.1135,-43.8104
bom despacho,mg,minas gerais,-19.7386,-45.2622
bom jardim de minas,mg,minas gerais,-21.9479,-44.1885
bom jesus da penha,mg,minas gerais,-21.0148,-46.5174
bom jesus do amparo,mg,minas gerais,-19.7054,-43.4782
bom jesus do galho,mg,minas gerais,-19.836,-42.3165
bom repouso,mg,minas gerais,-22.4675,-46.144
bom sucesso,mg,minas gerais,-21.0329,-44.7537
bonfim,mg,minas gerais,-20.3302,-44.2366
bonfinopolis de minas,mg,minas gerais,-16.567999999999998,-45.9839
bonito de minas,mg,minas gerais,-15.3231,-44.7543
borda da mata,mg,minas gerais,-22.2707,-46.1653
botelhos,mg,minas gerais,-21.6412,-46.391000000000005
botumirim,mg,minas gerais,-16.8657,-43.0086
bras pires,mg,minas gerais,-20.8419,-43.2406
brasilandia de minas,mg,minas gerais,-16.9999,-46.0081
brasilia de minas,mg,minas gerais,-16.2104,-44.4299
braunas,mg,minas gerais,-19.0562,-42.7099
brazopolis,mg,minas gerais,-22.4743,-45.6166
brumadinho,mg,minas gerais,-20.151,-44.2007
bueno brandao,mg,minas gerais,-22.4383,-46.3491
buenopolis,mg,minas gerais,-17.8744,-44.1775
bugre,mg,minas gerais,-19.4231,-42.2552
buritis,mg,minas gerais,-15.6218,-46.4221
buritizeiro,mg,minas gerais,-17.3656,-44.9606
cabeceira grande,mg,minas gerais,-16.0335,-47.0862
cabo verde,mg,minas gerais,-21.4699,-46.3919
cachoeira da prata,mg,minas gerais,-19.521,-44.4544
cachoeira de minas,mg,minas gerais,-22.3511,-45.7809
cachoeira de pajeu,mg,minas gerais,-15.9688,-41.4948
cachoeira dourada,mg,minas gerais,-18.5161,-49.5039
caetanopolis,mg,minas gerais,-19.2971,-44.4189
caete,mg,minas gerais,-19.8826,-43.6704
caiana,mg,minas gerais,-20.6956,-41.9292
cajuri,mg,minas gerais,-20.7903,-42.7925
caldas,mg,minas gerais,-21.9183,-46.3843
camacho,mg,minas gerais,-20.6294,-45.1593
camanducaia,mg,minas gerais,-22.7515,-46.1494
cambui,mg,minas gerais,-22.6115,-46.0572
cambuquira,mg,minas gerais,-21.854,-45.2896
campanario,mg,minas gerais,-18.2427,-41.7355
campanha,mg,minas gerais,-21.836,-45.4004
campestre,mg,minas gerais,-21.7079,-46.2381
campina verde,mg,minas gerais,-19.5382,-49.4862
campo azul,mg,minas gerais,-16.5028,-44.8096
campo belo,mg,minas gerais,-20.8932,-45.2699
campo do meio,mg,minas gerais,-21.1127,-45.8273
campo florido,mg,minas gerais,-19.7631,-48.5716
campos altos,mg,minas gerais,-19.6914,-46.1725
campos gerais,mg,minas gerais,-21.237,-45.7569
cana verde,mg,minas gerais,-21.0232,-45.1801
canaa,mg,minas gerais,-20.6869,-42.6167
canapolis,mg,minas gerais,-18.7212,-49.2035
candeias,mg,minas gerais,-20.7692,-45.2765
cantagalo,mg,minas gerais,-18.5248,-42.6223
caparao,mg,minas gerais,-20.5289,-41.9061
capela nova,mg,minas gerais,-20.9179,-43.622
capelinha,mg,minas gerais,-17.6888,-42.5147
capetinga,mg,minas gerais,-20.6163,-47.0571
capim branco,mg,minas gerais,-19.5471,-44.1304
capinopolis,mg,minas gerais,-18.6862,-49.5706
capitao andrade,mg,minas gerais,-19.0748,-41.8614
capitao eneas,mg,minas gerais,-16.3265,-43.7084
capitolio,mg,minas gerais,-20.6164,-46.0493
caputira,mg,minas gerais,-20.1703,-42.2683
carai,mg,minas gerais,-17.1862,-41.7004
caranaiba,mg,minas gerais,-20.8707,-43.7417
carandai,mg,minas gerais,-20.9566,-43.81100000000001
carangola,mg,minas gerais,-20.7343,-42.0313
caratinga,mg,minas gerais,-19.7868,-42.1292
carbonita,mg,minas gerais,-17.5255,-43.0137
careacu,mg,minas gerais,-22.0424,-45.696000000000005
carlos chagas,mg,minas gerais,-17.6973,-40.7723
carmesia,mg,minas gerais,-19.0877,-43.1382
carmo da cachoeira,mg,minas gerais,-21.4633,-45.2201
carmo da mata,mg,minas gerais,-20.5575,-44.8735
carmo de minas,mg,minas gerais,-22.1204,-45.1307
carmo do cajuru,mg,minas gerais,-20.1912,-44.7664
carmo do paranaiba,mg,minas gerais,-18.991,-46.3167
carmo do rio claro,mg,minas gerais,-20.9736,-46.1149
carmopolis de minas,mg,minas gerais,-20.5396,-44.6336
carneirinho,mg,minas gerais,-19.6987,-50.6894
carrancas,mg,minas gerais,-21.4898,-44.6446
carvalhopolis,mg,minas gerais,-21.7735,-45.8421
carvalhos,mg,minas gerais,-22.0,-44.4632
casa grande,mg,minas gerais,-20.7925,-43.9343
cascalho rico,mg,minas gerais,-18.5772,-47.8716
cassia,mg,minas gerais,-20.5831,-46.9201
cataguases,mg,minas gerais,-21.3924,-42.6896
catas altas,mg,minas gerais,-20.0734,-43.4061
catas altas da noruega,mg,minas gerais,-20.6901,-43.4939
catuji,mg,minas gerais,-17.3018,-41.5276
catuti,mg,minas gerais,-15.3616,-42.9627
caxambu,mg,minas gerais,-21.9753,-44.9319
cedro do abaete,mg,minas gerais,-19.1458,-45.711999999999996
central de minas,mg,minas gerais,-18.7612,-41.3143
centralina,mg,minas gerais,-18.5852,-49.2014
chacara,mg,minas gerais,-21.6733,-43.215
chale,mg,minas gerais,-20.0453,-41.6897
chapada do norte,mg,minas gerais,-17.0881,-42.5392
chapada gaucha,mg,minas gerais,-15.3014,-45.6116
chiador,mg,minas gerais,-21.9996,-43.0617
cipotanea,mg,minas gerais,-20.9026,-43.3629
claraval,mg,minas gerais,-20.397000000000002,-47.2768
claro dos pocoes,mg,minas gerais,-17.082,-44.2061
claudio,mg,minas gerais,-20.4437,-44.7673
coimbra,mg,minas gerais,-20.8535,-42.8008
coluna,mg,minas gerais,-18.2311,-42.8352
comendador gomes,mg,minas gerais,-19.6973,-49.0789
comercinho,mg,minas gerais,-16.2963,-41.7945
conceicao da aparecida,mg,minas gerais,-21.096,-46.2049
conceicao da barra de minas,mg,minas gerais,-21.1316,-44.4729
conceicao das alagoas,mg,minas gerais,-19.9172,-48.3839
conceicao das pedras,mg,minas gerais,-22.1576,-45.4562
conceicao de ipanema,mg,minas gerais,-19.9326,-41.6908
conceicao do mato dentro,mg,minas gerais,-19.0344,-43.4221
conceicao do para,mg,minas gerais,-19.7456,-44.8945
conceicao do rio verde,mg,minas gerais,-21.8778,-45.086999999999996
conceicao dos ouros,mg,minas gerais,-22.4078,-45.7996
conego marinho,mg,minas gerais,-15.2892,-44.4181
confins,mg,minas gerais,-19.6282,-43.9931
congonhal,mg,minas gerais,-22.1488,-46.043
congonhas,mg,minas gerais,-20.4958,-43.851000000000006
congonhas do norte,mg,minas gerais,-18.8021,-43.6767
conquista,mg,minas gerais,-19.9312,-47.5492
conselheiro lafaiete,mg,minas gerais,-20.6634,-43.7846
conselheiro pena,mg,minas gerais,-19.1789,-41.4736
consolacao,mg,minas gerais,-22.5493,-45.9255
contagem,mg,minas gerais,-19.9321,-44.0539
coqueiral,mg,minas gerais,-21.1858,-45.4366
coracao de jesus,mg,minas gerais,-16.6841,-44.3635
cordisburgo,mg,minas gerais,-19.1224,-44.3224
cordislandia,mg,minas gerais,-21.7891,-45.6999
corinto,mg,minas gerais,-18.369,-44.4542
coroaci,mg,minas gerais,-18.6156,-42.2791
coromandel,mg,minas gerais,-18.4734,-47.1933
coronel fabriciano,mg,minas gerais,-19.5179,-42.6276
coronel murta,mg,minas gerais,-16.6148,-42.184
coronel pacheco,mg,minas gerais,-21.5898,-43.256
coronel xavier chaves,mg,minas gerais,-21.0277,-44.2206
corrego danta,mg,minas gerais,-19.8198,-45.9032
corrego do bom jesus,mg,minas gerais,-22.6269,-46.0241
corrego fundo,mg,minas gerais,-20.4474,-45.5617
corrego novo,mg,minas gerais,-19.8361,-42.3988
couto de magalhaes de minas,mg,minas gerais,-18.0727,-43.4648
crisolita,mg,minas gerais,-17.2381,-40.9184
cristais,mg,minas gerais,-20.8733,-45.5167
cristalia,mg,minas gerais,-16.715999999999998,-42.8571
cristiano otoni,mg,minas gerais,-20.8324,-43.8166
cristina,mg,minas gerais,-22.208000000000002,-45.2673
crucilandia,mg,minas gerais,-20.3923,-44.3334
cruzeiro da fortaleza,mg,minas gerais,-18.944000000000003,-46.6669
cruzilia,mg,minas gerais,-21.84,-44.8067
cuparaque,mg,minas gerais,-18.9648,-41.0986
curral de dentro,mg,minas gerais,-15.9327,-41.8557
curvelo,mg,minas gerais,-18.7527,-44.4303
datas,mg,minas gerais,-18.4478,-43.6591
delfim moreira,mg,minas gerais,-22.5036,-45.2792
delfinopolis,mg,minas gerais,-20.3468,-46.8456
delta,mg,minas gerais,-19.9721,-47.7841
descoberto,mg,minas gerais,-21.46,-42.9618
desterro de entre rios,mg,minas gerais,-20.665,-44.3334
desterro do melo,mg,minas gerais,-21.143,-43.5178
diamantina,mg,minas gerais,-18.2413,-43.6031
diogo de vasconcelos,mg,minas gerais,-20.4879,-43.1953
dionisio,mg,minas gerais,-19.8433,-42.7701
divinesia,mg,minas gerais,-20.9917,-43.0003
divino,mg,minas gerais,-20.6134,-42.1438
divino das laranjeiras,mg,minas gerais,-18.7755,-41.4781
divinolandia de minas,mg,minas gerais,-18.8004,-42.6103
divinopolis,mg,minas gerais,-20.1446,-44.8912
divisa alegre,mg,minas gerais,-15.7221,-41.3463
divisa nova,mg,minas gerais,-21.5092,-46.1904
divisopolis,mg,minas gerais,-15.7254,-40.9997
dom bosco,mg,minas gerais,-16.652,-46.2597
dom cavati,mg,minas gerais,-19.3735,-42.1121
dom joaquim,mg,minas gerais,-18.961,-43.2544
dom silverio,mg,minas gerais,-20.1627,-42.9627
dom vicoso,mg,minas gerais,-22.2511,-45.1643
dona eusebia,mg,minas gerais,-21.319000000000003,-42.806999999999995
dores de campos,mg,minas gerais,-21.1139,-44.0207
dores de guanhaes,mg,minas gerais,-19.0516,-42.9254
dores do indaia,mg,minas gerais,-19.4628,-45.5927
dores do turvo,mg,minas gerais,-20.9785,-43.1834
doresopolis,mg,minas gerais,-20.2868,-45.9007
douradoquara,mg,minas gerais,-18.4338,-47.5993
durande,mg,minas gerais,-20.2058,-41.7977
eloi mendes,mg,minas gerais,-21.6088,-45.5691
engenheiro caldas,mg,minas gerais,-19.2065,-42.0503
engenheiro navarro,mg,minas gerais,-17.2831,-43.946999999999996
entre folhas,mg,minas gerais,-19.6218,-42.2306
entre rios de minas,mg,minas gerais,-20.6706,-44.0654
ervalia,mg,minas gerais,-20.8403,-42.6544
esmeraldas,mg,minas gerais,-19.764,-44.3065
espera feliz,mg,minas gerais,-20.6508,-41.9119
espinosa,mg,minas gerais,-14.9249,-42.809
espirito santo do dourado,mg,minas gerais,-22.0454,-45.9548
estiva,mg,minas gerais,-22.4577,-46.0191
estrela dalva,mg,minas gerais,-21.7412,-42.4574
estrela do indaia,mg,minas gerais,-19.5169,-45.7859
estrela do sul,mg,minas gerais,-18.7399,-47.6956
eugenopolis,mg,minas gerais,-21.1002,-42.1878
ewbank da camara,mg,minas gerais,-21.5498,-43.5068
extrema,mg,minas gerais,-22.854,-46.3178
fama,mg,minas gerais,-21.4089,-45.8286
faria lemos,mg,minas gerais,-20.8097,-42.0213
felicio dos santos,mg,minas gerais,-18.0755,-43.2422
felisburgo,mg,minas gerais,-16.6348,-40.7605
felixlandia,mg,minas gerais,-18.7507,-44.9004
fernandes tourinho,mg,minas gerais,-19.1541,-42.0803
ferros,mg,minas gerais,-19.2343,-43.0192
fervedouro,mg,minas gerais,-20.726,-42.278999999999996
florestal,mg,minas gerais,-19.887999999999998,-44.4318
formiga,mg,minas gerais,-20.4618,-45.4268
formoso,mg,minas gerais,-14.9446,-46.2371
fortaleza de minas,mg,minas gerais,-20.8508,-46.711999999999996
fortuna de minas,mg,minas gerais,-19.5578,-44.4472
francisco badaro,mg,minas gerais,-16.9883,-42.3568
francisco dumont,mg,minas gerais,-17.3107,-44.2317
francisco sa,mg,minas gerais,-16.4827,-43.4896
franciscopolis,mg,minas gerais,-17.9578,-42.0094
frei gaspar,mg,minas gerais,-18.0709,-41.4325
frei inocencio,mg,minas gerais,-18.5556,-41.9121
frei lagonegro,mg,minas gerais,-18.1751,-42.7617
fronteira,mg,minas gerais,-20.2748,-49.1984
fronteira dos vales,mg,minas gerais,-16.8898,-40.923
fruta de leite,mg,minas gerais,-16.1225,-42.5288
frutal,mg,minas gerais,-20.0259,-48.9355
funilandia,mg,minas gerais,-19.3661,-44.06100000000001
galileia,mg,minas gerais,-19.0005,-41.5387
gameleiras,mg,minas gerais,-15.0829,-43.125
glaucilandia,mg,minas gerais,-16.8481,-43.692
goiabeira,mg,minas gerais,-18.9807,-41.2235
goiana,mg,minas gerais,-21.535999999999998,-43.1957
goncalves,mg,minas gerais,-22.6545,-45.8556
gonzaga,mg,minas gerais,-18.8196,-42.4769
gouveia,mg,minas gerais,-18.4519,-43.7423
governador valadares,mg,minas gerais,-18.8545,-41.9555
grao mogol,mg,minas gerais,-16.5662,-42.8923
grupiara,mg,minas gerais,-18.5003,-47.7318
guanhaes,mg,minas gerais,-18.7713,-42.9312
guape,mg,minas gerais,-20.7631,-45.9152
guaraciaba,mg,minas gerais,-20.5716,-43.0094
guaraciama,mg,minas gerais,-17.0142,-43.6675
guaranesia,mg,minas gerais,-21.3009,-46.7964
guarani,mg,minas gerais,-21.3563,-43.0328
guarara,mg,minas gerais,-21.7304,-43.0334
guardamor,mg,minas gerais,-17.7673,-47.0998
guaxupe,mg,minas gerais,-21.305,-46.7081
guidoval,mg,minas gerais,-21.155,-42.7887
guimarania,mg,minas gerais,-18.8425,-46.7901
guiricema,mg,minas gerais,-21.0098,-42.7207
gurinhata,mg,minas gerais,-19.2143,-49.7876
heliodora,mg,minas gerais,-22.0644,-45.5453
iapu,mg,minas gerais,-19.4387,-42.2147
ibertioga,mg,minas gerais,-21.433000000000003,-43.9639
ibia,mg,minas gerais,-19.4749,-46.5474
ibiai,mg,minas gerais,-16.8591,-44.9046
ibiracatu,mg,minas gerais,-15.6605,-44.1667
ibiraci,mg,minas gerais,-20.4611,-47.1222
ibirite,mg,minas gerais,-20.0252,-44.0569
ibitiura de minas,mg,minas gerais,-22.0604,-46.4368
ibituruna,mg,minas gerais,-21.1541,-44.7479
icarai de minas,mg,minas gerais,-16.214000000000002,-44.9034
igarape,mg,minas gerais,-20.0707,-44.2994
igaratinga,mg,minas gerais,-19.9476,-44.7063
iguatama,mg,minas gerais,-20.1776,-45.7111
ijaci,mg,minas gerais,-21.1738,-44.9233
ilicinea,mg,minas gerais,-20.9402,-45.8308
imbe de minas,mg,minas gerais,-19.6017,-41.9695
inconfidentes,mg,minas gerais,-22.3136,-46.3264
indaiabira,mg,minas gerais,-15.4911,-42.2005
indianopolis,mg,minas gerais,-19.0341,-47.9155
ingai,mg,minas gerais,-21.4024,-44.9152
inhapim,mg,minas gerais,-19.5476,-42.1147
inhauma,mg,minas gerais,-19.4898,-44.3934
inimutaba,mg,minas gerais,-18.7271,-44.3584
ipaba,mg,minas gerais,-19.4158,-42.4139
ipanema,mg,minas gerais,-19.7992,-41.7164
ipatinga,mg,minas gerais,-19.4703,-42.5476
ipiacu,mg,minas gerais,-18.6927,-49.9436
ipuiuna,mg,minas gerais,-22.1013,-46.1915
irai de minas,mg,minas gerais,-18.9819,-47.461000000000006
itabira,mg,minas gerais,-19.6239,-43.2312
itabirinha,mg,minas gerais,-18.5712,-41.233999999999995
itabirito,mg,minas gerais,-20.2501,-43.8038
itacambira,mg,minas gerais,-17.0625,-43.3069
itacarambi,mg,minas gerais,-15.089,-44.095
itaguara,mg,minas gerais,-20.3947,-44.4875
itaipe,mg,minas gerais,-17.4014,-41.6697
itajuba,mg,minas gerais,-22.4225,-45.4598
itamarandiba,mg,minas gerais,-17.8552,-42.8561
itamarati de minas,mg,minas gerais,-21.4179,-42.813
itambacuri,mg,minas gerais,-18.035,-41.683
itambe do mato dentro,mg,minas gerais,-19.4158,-43.3182
itamogi,mg,minas gerais,-21.0758,-47.04600000000001
itamonte,mg,minas gerais,-22.2859,-44.868
itanhandu,mg,minas gerais,-22.2942,-44.9382
itanhomi,mg,minas gerais,-19.1736,-41.863
itaobim,mg,minas gerais,-16.5571,-41.5017
itapagipe,mg,minas gerais,-19.9062,-49.3781
itapecerica,mg,minas gerais,-20.4704,-45.126999999999995
itapeva,mg,minas gerais,-22.7665,-46.2241
itatiaiucu,mg,minas gerais,-20.1983,-44.4211
itau de minas,mg,minas gerais,-20.7375,-46.7525
itauna,mg,minas gerais,-20.0818,-44.5801
itaverava,mg,minas gerais,-20.6769,-43.6141
itinga,mg,minas gerais,-16.61,-41.7672
itueta,mg,minas gerais,-19.3999,-41.1746
ituiutaba,mg,minas gerais,-18.9772,-49.4639
itumirim,mg,minas gerais,-21.3171,-44.8724
iturama,mg,minas gerais,-19.7276,-50.1966
itutinga,mg,minas gerais,-21.3,-44.6567
jaboticatubas,mg,minas gerais,-19.5119,-43.7373
jacinto,mg,minas gerais,-16.1428,-40.295
jacui,mg,minas gerais,-21.0137,-46.7359
jacutinga,mg,minas gerais,-22.285999999999998,-46.6166
jaguaracu,mg,minas gerais,-19.647000000000002,-42.7498
jaiba,mg,minas gerais,-15.3432,-43.6688
jampruca,mg,minas gerais,-18.461,-41.809
janauba,mg,minas gerais,-15.8022,-43.3132
januaria,mg,minas gerais,-15.4802,-44.3639
japaraiba,mg,minas gerais,-20.1442,-45.5015
japonvar,mg,minas gerais,-15.9891,-44.2758
jeceaba,mg,minas gerais,-20.5339,-43.9894
jenipapo de minas,mg,minas gerais,-17.0831,-42.2589
jequeri,mg,minas gerais,-20.4542,-42.6651
jequitai,mg,minas gerais,-17.229,-44.4376
jequitiba,mg,minas gerais,-19.2345,-44.0304
jequitinhonha,mg,minas gerais,-16.4375,-41.0117
jesuania,mg,minas gerais,-21.9887,-45.2911
joaima,mg,minas gerais,-16.6522,-41.0229
joanesia,mg,minas gerais,-19.1729,-42.6775
joao monlevade,mg,minas gerais,-19.8126,-43.1735
joao pinheiro,mg,minas gerais,-17.7398,-46.1715
joaquim felicio,mg,minas gerais,-17.758,-44.1643
jordania,mg,minas gerais,-15.9009,-40.1841
jose goncalves de minas,mg,minas gerais,-16.9053,-42.6014
jose raydan,mg,minas gerais,-18.2195,-42.4946
josenopolis,mg,minas gerais,-16.5417,-42.5151
juatuba,mg,minas gerais,-19.9448,-44.3451
juiz de fora,mg,minas gerais,-21.7595,-43.3398
juramento,mg,minas gerais,-16.8473,-43.5865
juruaia,mg,minas gerais,-21.2493,-46.5735
juvenilia,mg,minas gerais,-14.2662,-44.1597
ladainha,mg,minas gerais,-17.6279,-41.7488
lagamar,mg,minas gerais,-18.1759,-46.8063
lagoa da prata,mg,minas gerais,-20.0237,-45.5401
lagoa dos patos,mg,minas gerais,-16.977999999999998,-44.5754
lagoa dourada,mg,minas gerais,-20.9139,-44.0797
lagoa formosa,mg,minas gerais,-18.7715,-46.4012
lagoa grande,mg,minas gerais,-17.8323,-46.5165
lagoa santa,mg,minas gerais,-19.6397,-43.8932
lajinha,mg,minas gerais,-20.1539,-41.6228
lambari,mg,minas gerais,-21.9671,-45.3498
lamim,mg,minas gerais,-20.79,-43.4706
laranjal,mg,minas gerais,-21.3715,-42.4732
lassance,mg,minas gerais,-17.887,-44.5735
lavras,mg,minas gerais,-21.248,-45.0009
leandro ferreira,mg,minas gerais,-19.7193,-45.0279
leme do prado,mg,minas gerais,-17.0793,-42.6936
leopoldina,mg,minas gerais,-21.5296,-42.6421
liberdade,mg,minas gerais,-22.0275,-44.3208
lima duarte,mg,minas gerais,-21.8386,-43.7934
limeira do oeste,mg,minas gerais,-19.5512,-50.5815
lontra,mg,minas gerais,-15.9013,-44.306000000000004
luisburgo,mg,minas gerais,-20.4468,-42.0976
luislandia,mg,minas gerais,-16.1095,-44.5886
luminarias,mg,minas gerais,-21.5145,-44.9034
luz,mg,minas gerais,-19.7911,-45.6794
machacalis,mg,minas gerais,-17.0723,-40.7245
machado,mg,minas gerais,-21.6778,-45.9219
madre de deus de minas,mg,minas gerais,-21.483,-44.3287
malacacheta,mg,minas gerais,-17.8456,-42.0769
mamonas,mg,minas gerais,-15.0479,-42.9469
manga,mg,minas gerais,-14.7529,-43.9391
manhuacu,mg,minas gerais,-20.2572,-42.028
manhumirim,mg,minas gerais,-20.3591,-41.9589
mantena,mg,minas gerais,-18.7761,-40.9874
mar de espanha,mg,minas gerais,-21.8707,-43.0062
maravilhas,mg,minas gerais,-19.5076,-44.6779
maria da fe,mg,minas gerais,-22.3044,-45.3773
mariana,mg,minas gerais,-20.3765,-43.413999999999994
marilac,mg,minas gerais,-18.5079,-42.0822
mario campos,mg,minas gerais,-20.0582,-44.1883
maripa de minas,mg,minas gerais,-21.6979,-42.9546
marlieria,mg,minas gerais,-19.7096,-42.7327
marmelopolis,mg,minas gerais,-22.447,-45.1645
martinho campos,mg,minas gerais,-19.3306,-45.2434
martins soares,mg,minas gerais,-20.2546,-41.8786
mata verde,mg,minas gerais,-15.6869,-40.7366
materlandia,mg,minas gerais,-18.4699,-43.0579
mateus leme,mg,minas gerais,-19.9794,-44.4318
mathias lobato,mg,minas gerais,-18.59,-41.9166
matias barbosa,mg,minas gerais,-21.869,-43.3135
matias cardoso,mg,minas gerais,-14.8563,-43.9146
matipo,mg,minas gerais,-20.2873,-42.3401
mato verde,mg,minas gerais,-15.3944,-42.86
matozinhos,mg,minas gerais,-19.5543,-44.0868
matutina,mg,minas gerais,-19.2179,-45.9664
medeiros,mg,minas gerais,-19.9865,-46.2181
medina,mg,minas gerais,-16.2245,-41.4728
mendes pimentel,mg,minas gerais,-18.6631,-41.4052
merces,mg,minas gerais,-21.1976,-43.3337
mesquita,mg,minas gerais,-19.224,-42.6079
minas novas,mg,minas gerais,-17.2156,-42.5884
minduri,mg,minas gerais,-21.6797,-44.6051
mirabela,mg,minas gerais,-16.256,-44.1602
miradouro,mg,minas gerais,-20.8899,-42.3458
mirai,mg,minas gerais,-21.2021,-42.6122
miravania,mg,minas gerais,-14.7348,-44.4092
moeda,mg,minas gerais,-20.3399,-44.0509
moema,mg,minas gerais,-19.8387,-45.4127
monjolos,mg,minas gerais,-18.3245,-44.118
monsenhor paulo,mg,minas gerais,-21.7579,-45.5391
montalvania,mg,minas gerais,-14.4197,-44.3719
monte alegre de minas,mg,minas gerais,-18.869,-48.881
monte azul,mg,minas gerais,-15.1514,-42.8718
monte belo,mg,minas gerais,-21.3271,-46.3635
monte carmelo,mg,minas gerais,-18.7302,-47.4912
monte formoso,mg,minas gerais,-16.8691,-41.2473
monte santo de minas,mg,minas gerais,-21.1873,-46.9753
monte siao,mg,minas gerais,-22.4335,-46.573
montes claros,mg,minas gerais,-16.7282,-43.8578
montezuma,mg,minas gerais,-15.1702,-42.4941
morada nova de minas,mg,minas gerais,-18.5998,-45.3584
morro da garca,mg,minas gerais,-18.5356,-44.601000000000006
morro do pilar,mg,minas gerais,-19.2236,-43.3795
munhoz,mg,minas gerais,-22.6092,-46.361999999999995
muriae,mg,minas gerais,-21.13,-42.3693
mutum,mg,minas gerais,-19.8121,-41.4407
muzambinho,mg,minas gerais,-21.3692,-46.5213
nacip raydan,mg,minas gerais,-18.4544,-42.2481
nanuque,mg,minas gerais,-17.8481,-40.3533
naque,mg,minas gerais,-19.2291,-42.3312
natalandia,mg,minas gerais,-16.5021,-46.4874
natercia,mg,minas gerais,-22.1158,-45.5123
nazareno,mg,minas gerais,-21.2168,-44.6138
nepomuceno,mg,minas gerais,-21.2324,-45.235
ninheira,mg,minas gerais,-15.3148,-41.7564
nova belem,mg,minas gerais,-18.4925,-41.1107
nova era,mg,minas gerais,-19.7577,-43.0333
nova lima,mg,minas gerais,-19.9758,-43.8509
nova modica,mg,minas gerais,-18.4417,-41.4984
nova ponte,mg,minas gerais,-19.1461,-47.6779
nova porteirinha,mg,minas gerais,-15.7993,-43.2941
nova resende,mg,minas gerais,-21.1286,-46.4157
nova serrana,mg,minas gerais,-19.8713,-44.9847
nova uniao,mg,minas gerais,-19.6876,-43.583
novo cruzeiro,mg,minas gerais,-17.4654,-41.8826
novo oriente de minas,mg,minas gerais,-17.4089,-41.2194
novorizonte,mg,minas gerais,-16.0162,-42.4044
olaria,mg,minas gerais,-21.8598,-43.9356
olhos dagua,mg,minas gerais,-17.3982,-43.5719
olimpio noronha,mg,minas gerais,-22.0685,-45.2657
oliveira,mg,minas gerais,-20.6982,-44.82899999999999
oliveira fortes,mg,minas gerais,-21.3401,-43.4499
onca de pitangui,mg,minas gerais,-19.7276,-44.8058
oratorios,mg,minas gerais,-20.4298,-42.7977
orizania,mg,minas gerais,-20.5142,-42.1991
ouro branco,mg,minas gerais,-20.5263,-43.6962
ouro fino,mg,minas gerais,-22.2779,-46.3716
ouro preto,mg,minas gerais,-20.3796,-43.512
ouro verde de minas,mg,minas gerais,-18.0719,-41.2734
padre carvalho,mg,minas gerais,-16.3646,-42.5088
padre paraiso,mg,minas gerais,-17.0758,-41.4821
pai pedro,mg,minas gerais,-15.5271,-43.07
paineiras,mg,minas gerais,-18.8993,-45.5321
pains,mg,minas gerais,-20.3705,-45.6627
paiva,mg,minas gerais,-21.2913,-43.4088
palma,mg,minas gerais,-21.3748,-42.3123
palmopolis,mg,minas gerais,-16.7364,-40.4296
papagaios,mg,minas gerais,-19.4419,-44.7468
para de minas,mg,minas gerais,-19.8534,-44.6114
paracatu,mg,minas gerais,-17.2252,-46.8711
paraguacu,mg,minas gerais,-21.5465,-45.7374
paraisopolis,mg,minas gerais,-22.5539,-45.7803
paraopeba,mg,minas gerais,-19.2732,-44.4044
passa quatro,mg,minas gerais,-22.3871,-44.9709
passa tempo,mg,minas gerais,-20.6539,-44.4926
